#node1	node2	node1_string_id	node2_string_id	node1_external_id	node2_external_id	neighborhood	fusion	cooccurence	homology	coexpression	experimental	knowledge	textmining	combined_score
ARHGEF25	C18-PAF	986427	-100002501	ENSP00000335560	2501	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
P2RX7	potassium	978810	-100000813	ENSP00000261826	813	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.311	0.929
GPR55	HTR1B	993240	990027	ENSP00000375893	ENSP00000358963	0.000	0.000	0.000	0.561	0.000	0.000	0.900	0.000	0.899
ACTN1	SERPINE1	993414	976602	ENSP00000377941	ENSP00000223095	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.069	0.900
P2RY4	RGS7	991019	989279	ENSP00000363643	ENSP00000355520	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.110	0.905
EDN2	propionate	990593	-100001032	ENSP00000361668	1032	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
GRPR	LPAR6	992189	987495	ENSP00000369643	ENSP00000344353	0.000	0.000	0.000	0.716	0.000	0.000	0.900	0.000	0.899
OPRL1	prostaglandin .	986491	-100004956	ENSP00000336764	4956	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
ADCY5	OXER1	998092	991871	ENSP00000419361	ENSP00000367930	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
CCL25	LXA4	993131	-100003934	ENSP00000375086	3934	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
CCKBR	guanosine trip.	986425	-100000762	ENSP00000335544	762	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
LTB4R2	PLCB3	986614	980565	ENSP00000337731	ENSP00000279230	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
adenosine trip.	butyrate	-100000238	-100000264	238	264	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.479	0.946
ALB	APOE	981665	977866	ENSP00000295897	ENSP00000252486	0.000	0.000	0.000	0.000	0.078	0.717	0.000	0.752	0.926
HTR2A	dopamine	991874	-100000681	ENSP00000367959	681	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.380	0.470
AVPR1B	PLCB1	989401	986662	ENSP00000356094	ENSP00000338185	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
ACHE	PDYN	982645	976278	ENSP00000303211	ENSP00000217305	0.000	0.000	0.000	0.000	0.069	0.000	0.000	0.430	0.434
guanosine diph.	hexanoic acid	-100000730	-100008892	730	8892	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
EDN2	LTE4	990593	-100003909	ENSP00000361668	3909	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
HRH3	niacin	987261	-100000937	ENSP00000342560	937	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
HTR2A	AVPR1B	991874	989401	ENSP00000367959	ENSP00000356094	0.000	0.000	0.000	0.690	0.000	0.000	0.900	0.088	0.900
OPRK1	HEBP1	979632	975753	ENSP00000265572	ENSP00000014930	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
CCK	potassium	986451	-100000813	ENSP00000335657	813	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.847	0.847
GNA14	CHRM3	991438	978125	ENSP00000365807	ENSP00000255380	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
PLCB2	LTC4	978576	-100003907	ENSP00000260402	3907	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
SERPINA1	KNG1	988002	979518	ENSP00000348068	ENSP00000265023	0.000	0.000	0.000	0.000	0.227	0.000	0.900	0.239	0.933
ADRA1D	P2RY2	992013	983505	ENSP00000368766	ENSP00000310305	0.000	0.000	0.000	0.580	0.000	0.000	0.900	0.240	0.907
ADCY8	lysophosphatid.	980980	-100003987	ENSP00000286355	3987	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
RGS7	PMCH	989279	985962	ENSP00000355520	ENSP00000332225	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
RGS6	sphingosine-1-.	994269	-100005262	ENSP00000383953	5262	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
KNG1	calcium	979518	-100000271	ENSP00000265023	271	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.593	0.958
C5AR1	APP	987878	980902	ENSP00000347197	ENSP00000284981	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.133	0.907
CST3	GSN	991494	990874	ENSP00000366124	ENSP00000362924	0.000	0.000	0.000	0.000	0.076	0.000	0.900	0.423	0.939
CHRM1	TACR1	983022	982687	ENSP00000306490	ENSP00000303522	0.000	0.000	0.000	0.633	0.000	0.000	0.900	0.305	0.909
NPS	PTGFR	993778	990224	ENSP00000381105	ENSP00000359793	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
PPYR1	LPAR1	990974	988586	ENSP00000363431	ENSP00000351755	0.000	0.000	0.000	0.598	0.000	0.000	0.900	0.000	0.899
NPY5R	PPY	986803	976719	ENSP00000339377	ENSP00000225992	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.518	0.948
ALB	GNRH1	981665	980414	ENSP00000295897	ENSP00000276414	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.563	0.563
CCKBR	TACR1	986425	982687	ENSP00000335544	ENSP00000303522	0.000	0.000	0.000	0.721	0.000	0.000	0.900	0.340	0.908
LTB4R2	C15:0	986614	-100013849	ENSP00000337731	13849	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
EDN1	rosiglitazone	991991	-100077998	ENSP00000368683	77998	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.818	0.981
GPR109A	SSTR2	993123	988341	ENSP00000375066	ENSP00000350198	0.000	0.000	0.000	0.776	0.000	0.000	0.900	0.000	0.899
GNA14	PLCB3	991438	980565	ENSP00000365807	ENSP00000279230	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
GNRH1	ornithine	980414	-100000389	ENSP00000276414	389	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
EDNRB	propionate	986392	-100001032	ENSP00000335311	1032	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
CCK	HCRT	986451	981412	ENSP00000335657	ENSP00000293330	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.564	0.953
IKBKB	NGFR	986774	975903	ENSP00000339151	ENSP00000172229	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.089	0.902
NTSR1	APP	990157	980902	ENSP00000359532	ENSP00000284981	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.109	0.904
F2R	lauric acid	984689	-100003893	ENSP00000321326	3893	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
ADRA2C	CXCL1	994485	993521	ENSP00000386069	ENSP00000379110	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
GPR55	S1PR3	993240	988448	ENSP00000375893	ENSP00000350878	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.111	0.905
CFD	zinc	985946	-100023994	ENSP00000332139	23994	0.000	0.000	0.000	0.000	0.000	0.844	0.000	0.100	0.855
LPAR3	PMCH	990186	985962	ENSP00000359643	ENSP00000332225	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
CXCL9	UDP-glucose	989124	-100001166	ENSP00000354901	1166	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
LTC4	LXA4	-100003907	-100003934	3907	3934	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.712	0.970
AGTR2	POMC	990450	979448	ENSP00000360973	ENSP00000264708	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.129	0.907
TACR2	QRFP	990758	987654	ENSP00000362403	ENSP00000345487	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
GPR18	adenosine	987372	-100000191	ENSP00000343428	191	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
LYZ	IAPP	978673	977269	ENSP00000261267	ENSP00000240652	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.338	0.929
EDNRA	lauric acid	984022	-100003893	ENSP00000315011	3893	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
acetylcholine	zinc	-100000187	-100023994	187	23994	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.465	0.465
PLCB3	oleic acid	980565	-100000965	ENSP00000279230	965	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.090	0.906
CCL28	APP	988988	980902	ENSP00000354416	ENSP00000284981	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
GNA14	CHRM1	991438	983022	ENSP00000365807	ENSP00000306490	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
DRD2	CXCR5	989111	981334	ENSP00000354859	ENSP00000292174	0.000	0.000	0.000	0.636	0.000	0.000	0.900	0.000	0.899
LTB4R2	CCKBR	986614	986425	ENSP00000337731	ENSP00000335544	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
GPR18	RGS20	987372	981903	ENSP00000343428	ENSP00000297313	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.088	0.902
TACR3	PLCB3	982662	980565	ENSP00000303325	ENSP00000279230	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
ADRA2C	ADCY1	994485	981905	ENSP00000386069	ENSP00000297323	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
ADCY5	GPR18	998092	987372	ENSP00000419361	ENSP00000343428	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
ADRA2B	histamine	994656	-100000774	ENSP00000387281	774	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
HCRTR1	guanosine trip.	990857	-100000762	ENSP00000362810	762	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
ALDOA	VEGFC	986512	980603	ENSP00000336927	ENSP00000280193	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
ADRA1B	thromboxane A2	983048	-100000213	ENSP00000306662	213	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.100	0.907
SERPINA1	SERPING1	988002	980496	ENSP00000348068	ENSP00000278407	0.000	0.000	0.525	0.778	0.000	0.000	0.900	0.341	0.916
HTR1A	melatonin	984148	-100000896	ENSP00000316244	896	0.000	0.000	0.000	0.000	0.000	0.212	0.900	0.140	0.928
NFKBIA	adenosine trip.	976240	-100000238	ENSP00000216797	238	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.339	0.932
OPN4	GNA15	990489	979074	ENSP00000361141	ENSP00000262958	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.199	0.914
CCK	lysophosphatid.	986451	-100003987	ENSP00000335657	3987	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.085	0.905
C5AR1	2-AG	987878	-100001541	ENSP00000347197	1541	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
ANXA1	lauric acid	978277	-100003893	ENSP00000257497	3893	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
LTD4	lysophosphatid.	-100003908	-100003987	3908	3987	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.166	0.914
CCR5	PDYN	981342	976278	ENSP00000292303	ENSP00000217305	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.106	0.904
EDN1	NMS	991991	991482	ENSP00000368683	ENSP00000366061	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
GNA14	NTS	991438	978160	ENSP00000365807	ENSP00000256010	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
TACR1	palmitate	982687	-100000985	ENSP00000303522	985	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
OXER1	CHRM2	991871	984541	ENSP00000367930	ENSP00000319984	0.000	0.000	0.000	0.521	0.000	0.000	0.900	0.000	0.899
PMCH	PPBP	985962	981698	ENSP00000332225	ENSP00000296028	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
ANXA1	acetylcholine	978277	-100000187	ENSP00000257497	187	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
NTSR1	prostaglandin	990157	-100000160	ENSP00000359532	160	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
OXTR	IDE	985030	979701	ENSP00000324270	ENSP00000265986	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.425	0.424
butyrate	magnesium	-100000264	-100000888	264	888	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.286	0.926
GAST	EGF	985835	979559	ENSP00000331358	ENSP00000265171	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.907	0.907
GSN	glycerol	990874	-100000753	ENSP00000362924	753	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.199	0.917
CYSLTR1	ADRBK1	990757	983757	ENSP00000362401	ENSP00000312262	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.078	0.901
RGS1	ANXA1	989472	978277	ENSP00000356429	ENSP00000257497	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.081	0.901
GCGR	rosiglitazone	994220	-100077998	ENSP00000383558	77998	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
PTGER3	CXCR5	988148	981334	ENSP00000349003	ENSP00000292174	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
TGFB1	adenosine trip.	976503	-100000238	ENSP00000221930	238	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.208	0.918
GRK5	norepinephrine	993295	-100000951	ENSP00000376609	951	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.114	0.908
NMS	RGS1	991482	989472	ENSP00000366061	ENSP00000356429	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
KNG1	APOA1	979518	977122	ENSP00000265023	ENSP00000236850	0.000	0.000	0.000	0.000	0.430	0.000	0.000	0.305	0.577
APOA4	MFGE8	988386	979885	ENSP00000350425	ENSP00000268150	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
NPS	LTB4R2	993778	986614	ENSP00000381105	ENSP00000337731	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
CLU	APOE	984035	977866	ENSP00000315130	ENSP00000252486	0.000	0.000	0.000	0.000	0.230	0.000	0.000	0.542	0.623
ADRA1D	ornithine	992013	-100000389	ENSP00000368766	389	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
GRP	serotonin	978236	-100005202	ENSP00000256857	5202	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.370	0.935
GRK5	PMCH	993295	985962	ENSP00000376609	ENSP00000332225	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.081	0.901
PPYR1	ADCY2	990974	987305	ENSP00000363431	ENSP00000342952	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.121	0.906
GCGR	CCK	994220	986451	ENSP00000383558	ENSP00000335657	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.309	0.926
APP	prostaglandin .	980902	-100004956	ENSP00000284981	4956	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
NPPA	PRL	991412	982505	ENSP00000365663	ENSP00000302150	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.430	0.939
EDN1	hexanoic acid	991991	-100008892	ENSP00000368683	8892	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
HCRTR1	guanosine diph.	990857	-100000730	ENSP00000362810	730	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
DRD3	dopamine	992768	-100000681	ENSP00000373169	681	0.000	0.000	0.000	0.000	0.000	0.900	0.900	0.705	0.996
NMS	HTR1B	991482	990027	ENSP00000366061	ENSP00000358963	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
HEBP1	serotonin	975753	-100005202	ENSP00000014930	5202	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
LPAR2	LPAR1	994358	988586	ENSP00000384665	ENSP00000351755	0.000	0.000	0.000	0.940	0.000	0.000	0.900	0.623	0.903
OXER1	serotonin	991871	-100005202	ENSP00000367930	5202	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
PRL	adenosine diph.	982505	-100000197	ENSP00000302150	197	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
formate	magnesium	-100000283	-100000888	283	888	0.000	0.000	0.000	0.000	0.000	0.900	0.900	0.448	0.994
ADRA2B	sphingosine-1-.	994656	-100005262	ENSP00000387281	5262	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
PIK3R1	ornithine	980292	-100000389	ENSP00000274335	389	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
NTS	uridine diphos.	978160	-100001158	ENSP00000256010	1158	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
RGS14	5-oxo-ETE	994545	-100001831	ENSP00000386229	1831	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
C3	TTR	977490	977130	ENSP00000245907	ENSP00000237014	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.431	0.430
GCG	QRFPR	994701	986437	ENSP00000387662	ENSP00000335610	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.088	0.902
UTS2D	FPR2	986956	986905	ENSP00000340526	ENSP00000340191	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
NPS	NTS	993778	978160	ENSP00000381105	ENSP00000256010	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.164	0.910
CCK	C15:0	986451	-100013849	ENSP00000335657	13849	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
KNG1	lysophosphatid.	979518	-100003987	ENSP00000265023	3987	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.319	0.929
CXCL1	prostaglandin	993521	-100000160	ENSP00000379110	160	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.831	0.831
ADCY1	5-oxo-ETE	981905	-100001831	ENSP00000297323	1831	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
acetate	LTD4	-100000175	-100003908	175	3908	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.241	0.922
GPR18	PPBP	987372	981698	ENSP00000343428	ENSP00000296028	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
GCGR	TRH	994220	982675	ENSP00000383558	ENSP00000303452	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.175	0.911
ADCY5	FPR2	998092	986905	ENSP00000419361	ENSP00000340191	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
FPR2	2-AG	986905	-100001541	ENSP00000340191	1541	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
APOE	rosiglitazone	977866	-100077998	ENSP00000252486	77998	0.000	0.000	0.000	0.000	0.000	0.000	0.150	0.811	0.834
CALCA	epinephrine	985893	-100000838	ENSP00000331746	838	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.358	0.933
CHRM2	adenosine	984541	-100000191	ENSP00000319984	191	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.143	0.911
UTS2D	QRFPR	986956	986437	ENSP00000340526	ENSP00000335610	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
IKBKG	adenosine diph.	989953	-100000197	ENSP00000358622	197	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
AGTR1	prostaglandin	980234	-100000160	ENSP00000273430	160	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.126	0.909
CCL20	CXCR2	988574	984504	ENSP00000351671	ENSP00000319635	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.506	0.947
ADRA1D	RGS2	992013	977101	ENSP00000368766	ENSP00000235382	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.243	0.919
HTR1A	FPR1	984148	982573	ENSP00000316244	ENSP00000302707	0.000	0.000	0.000	0.627	0.000	0.000	0.900	0.105	0.901
GCGR	KISS1	994220	989420	ENSP00000383558	ENSP00000356162	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
ARHGEF25	MLN	986427	979706	ENSP00000335560	ENSP00000266003	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
F2R	LXA4	984689	-100003934	ENSP00000321326	3934	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
guanosine trip.	oleic acid	-100000762	-100000965	762	965	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.220	0.919
LPAR3	valerate	990186	-100007991	ENSP00000359643	7991	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
GCGR	oleic acid	994220	-100000965	ENSP00000383558	965	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
F8	PPBP	988837	981698	ENSP00000353393	ENSP00000296028	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.488	0.945
CXCL1	LTE4	993521	-100003909	ENSP00000379110	3909	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
LPAR2	OPRK1	994358	979632	ENSP00000384665	ENSP00000265572	0.000	0.000	0.000	0.658	0.000	0.000	0.900	0.000	0.899
TGFBI	TTR	997875	977130	ENSP00000416330	ENSP00000237014	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.181	0.912
CCL25	PPY	993131	976719	ENSP00000375086	ENSP00000225992	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
LYZ	propionate	978673	-100001032	ENSP00000261267	1032	0.000	0.000	0.000	0.000	0.000	0.804	0.000	0.167	0.831
PTGER3	C5AR1	988148	987878	ENSP00000349003	ENSP00000347197	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.120	0.906
guanosine diph.	C15:0	-100000730	-100013849	730	13849	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.009	0.900
RGS18	5-oxo-ETE	989473	-100001831	ENSP00000356430	1831	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
CCL5	fMLF	981402	-100004364	ENSP00000293272	4364	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
HCRTR1	lauric acid	990857	-100003893	ENSP00000362810	3893	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
PLCB3	PIK3R1	980565	980292	ENSP00000279230	ENSP00000274335	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.064	0.900
CXCR5	OPRK1	981334	979632	ENSP00000292174	ENSP00000265572	0.000	0.000	0.000	0.792	0.000	0.000	0.900	0.000	0.899
CYSLTR1	LTB4R2	990757	986614	ENSP00000362401	ENSP00000337731	0.000	0.000	0.000	0.705	0.000	0.000	0.900	0.514	0.914
LTF	sulfate	976972	-100001117	ENSP00000231751	1117	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.204	0.918
CCKBR	GAL	986425	979643	ENSP00000335544	ENSP00000265643	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.462	0.462
HRH3	sphingosine-1-.	987261	-100005262	ENSP00000342560	5262	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
OXER1	CXCL16	991871	981448	ENSP00000367930	ENSP00000293778	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
AGTR2	uridine tr.pha.	990450	-100001181	ENSP00000360973	1181	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
RGS14	CCR3	994545	988306	ENSP00000386229	ENSP00000350003	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
RGS1	LPAR1	989472	988586	ENSP00000356429	ENSP00000351755	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
EDNRA	propionate	984022	-100001032	ENSP00000315011	1032	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
CCL5	histamine	981402	-100000774	ENSP00000293272	774	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.849	0.984
