#node1	node2	node1_string_id	node2_string_id	node1_external_id	node2_external_id	neighborhood	fusion	cooccurence	homology	coexpression	experimental	knowledge	textmining	combined_score
ERBB4	TSPO	987217	985548	ENSP00000342235	ENSP00000328973	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.498	0.497
JUP	PIK3R1	983610	980292	ENSP00000311113	ENSP00000274335	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
KCNIP4	PSEN1	995954	985250	ENSP00000398943	ENSP00000326366	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.182	0.669
APP	flurbiprofen	980902	-100003394	ENSP00000284981	3394	0.000	0.000	0.000	0.000	0.000	0.000	0.700	0.222	0.759
CREB1	PRKACG	994706	991572	ENSP00000387699	ENSP00000366488	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.266	0.921
NGF	BCHE	989928	979379	ENSP00000358525	ENSP00000264381	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.466	0.466
PRKACB	GSK3B	990206	985091	ENSP00000359719	ENSP00000324806	0.000	0.000	0.000	0.686	0.000	0.000	0.800	0.079	0.801
BACE2	NCSTN	986069	981521	ENSP00000332979	ENSP00000294785	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.424	0.424
APBA1	NOTCH2	979599	978219	ENSP00000265381	ENSP00000256646	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.000	0.621
NOTCH1	simvastatin	980463	-100054454	ENSP00000277541	54454	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.800
CASP1	IL1A	997177	979164	ENSP00000410076	ENSP00000263339	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.464	0.783
GSK3B	JUP	985091	983610	ENSP00000324806	ENSP00000311113	0.000	0.000	0.000	0.000	0.000	0.000	0.540	0.203	0.608
PSENEN	NGFR	976538	975903	ENSP00000222266	ENSP00000172229	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.149	0.909
PRKACB	NGFR	990206	975903	ENSP00000359719	ENSP00000172229	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.000	0.621
ENSG00000235320	NMDA	997771	-100004376	ENSP00000415477	4376	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.819	0.819
PRNP	PSEN1	992007	985250	ENSP00000368748	ENSP00000326366	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.516	0.516
BDNF	GRIK1	997640	994100	ENSP00000414303	ENSP00000382791	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.947	0.947
PRKCZ	PSEN1	991853	985250	ENSP00000367830	ENSP00000326366	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.000	0.621
BACE2	PSENEN	986069	976538	ENSP00000332979	ENSP00000222266	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.412	0.412
SDC3	APH1B	987515	978827	ENSP00000344468	ENSP00000261879	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.119	0.905
APH1A	PSEN1	989829	985250	ENSP00000358105	ENSP00000326366	0.000	0.000	0.000	0.000	0.000	0.937	0.900	0.834	0.998
CASP4	SP600125	994795	-100008515	ENSP00000388566	8515	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.808	0.808
MAPT	TRAF6	986994	984202	ENSP00000340820	ENSP00000316840	0.000	0.000	0.000	0.000	0.000	0.620	0.000	0.000	0.619
CASP3	DSG2	983604	978745	ENSP00000311032	ENSP00000261590	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.118	0.905
PSEN2	YME1L1	989326	984375	ENSP00000355747	ENSP00000318480	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.835	0.835
NBPF15	PSEN1	989854	985250	ENSP00000358188	ENSP00000326366	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.425	0.424
CASP1	TP53	997177	979979	ENSP00000410076	ENSP00000269305	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.481	0.480
PHF1	TP53	995167	979979	ENSP00000391901	ENSP00000269305	0.000	0.000	0.000	0.000	0.000	0.620	0.000	0.064	0.620
GRIK1	PSEN1	994100	985250	ENSP00000382791	ENSP00000326366	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.422	0.422
PSEN2	APH1B	989326	978827	ENSP00000355747	ENSP00000261879	0.000	0.000	0.000	0.000	0.000	0.620	0.000	0.333	0.729
ERN1	ATF6	996208	989569	ENSP00000401445	ENSP00000356919	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.908	0.908
CASP1	TSPO	997177	985548	ENSP00000410076	ENSP00000328973	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.610	0.609
ERBB4	PSENEN	987217	976538	ENSP00000342235	ENSP00000222266	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.432	0.432
PRNP	zinc	992007	-100023994	ENSP00000368748	23994	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.831	0.831
CHAT	APOE	986533	977866	ENSP00000337103	ENSP00000252486	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.430	0.430
BCL2L1	CASP6	982553	979557	ENSP00000302564	ENSP00000265164	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.432	0.432
CREB1	PRKACB	994706	990206	ENSP00000387699	ENSP00000359719	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.000	0.800
UBA52	NOTCH1	994748	980463	ENSP00000388107	ENSP00000277541	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.610	0.958
CTNNB1	GSK3B	987513	985091	ENSP00000344456	ENSP00000324806	0.000	0.000	0.000	0.000	0.000	0.999	0.900	0.916	0.999
NOTCH1	JAG1	980463	978094	ENSP00000277541	ENSP00000254958	0.000	0.000	0.000	0.839	0.000	0.937	0.900	0.975	0.994
ERN1	PSEN1	996208	985250	ENSP00000401445	ENSP00000326366	0.000	0.000	0.000	0.000	0.000	0.621	0.800	0.464	0.953
ATF6	PSEN2	989569	989326	ENSP00000356919	ENSP00000355747	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.227	0.835
PSEN1	ADAM10	985250	978579	ENSP00000326366	ENSP00000260408	0.000	0.000	0.000	0.000	0.178	0.000	0.000	0.563	0.616
PRNP	BACE1	992007	984380	ENSP00000368748	ENSP00000318585	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.867	0.867
SDC3	CD44	987515	980495	ENSP00000344468	ENSP00000278385	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.543	0.543
DDIT3	BACE1	986972	984380	ENSP00000340671	ENSP00000318585	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.806	0.806
TSPO	ADAM10	985548	978579	ENSP00000328973	ENSP00000260408	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.412	0.412
GSK3B	zinc	985091	-100023994	ENSP00000324806	23994	0.000	0.000	0.000	0.000	0.000	0.000	0.700	0.141	0.734
DAG1	CD44	983783	980495	ENSP00000312435	ENSP00000278385	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.431	0.430
RBPJ	DLL4	987614	977698	ENSP00000345206	ENSP00000249749	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.656	0.655
CHAT	zinc	986533	-100023994	ENSP00000337103	23994	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.814	0.814
APH1B	SORT1	978827	978217	ENSP00000261879	ENSP00000256637	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
APBB1	NOTCH1	982149	980463	ENSP00000299402	ENSP00000277541	0.000	0.000	0.000	0.000	0.000	0.620	0.000	0.908	0.962
ENSG00000235320	CDK5R1	997771	984376	ENSP00000415477	ENSP00000318486	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.394	0.870
EFNB2	EFNB1	977464	976027	ENSP00000245323	ENSP00000204961	0.000	0.000	0.000	0.942	0.000	0.352	0.900	0.789	0.933
NUMB	CDH1	987872	978794	ENSP00000347169	ENSP00000261769	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.839	0.839
ENSG00000112511	PSEN1	991016	985250	ENSP00000363640	ENSP00000326366	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.463	0.462
PRKCZ	CTNNB1	991853	987513	ENSP00000367830	ENSP00000344456	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.227	0.917
TCF7L2	PSEN1	989897	985250	ENSP00000358404	ENSP00000326366	0.000	0.000	0.000	0.000	0.000	0.846	0.000	0.193	0.867
PSEN1	PSMA5	985250	980092	ENSP00000326366	ENSP00000271308	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.095	0.633
NMDA	zinc	-100004376	-100023994	4376	23994	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.462	0.462
APOE	atorvastatin	977866	-100002250	ENSP00000252486	2250	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.871	0.986
ENSG00000235396	PSENEN	997242	976538	ENSP00000410674	ENSP00000222266	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.145	0.817
BDNF	CDK5	997640	981933	ENSP00000414303	ENSP00000297518	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.518	0.518
TCF7L2	NOTCH2NL	989897	989132	ENSP00000358404	ENSP00000354929	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.462	0.462
NBPF12	PSEN1	995074	985250	ENSP00000391116	ENSP00000326366	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.429	0.429
CIB1	TP53	986179	979979	ENSP00000333873	ENSP00000269305	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.425	0.424
APP	PION	980902	978291	ENSP00000284981	ENSP00000257626	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.282	0.709
PSEN2	APLP1	989326	976501	ENSP00000355747	ENSP00000221891	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.430	0.430
NCAM1	GFAP	984374	977970	ENSP00000318472	ENSP00000253408	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.653	0.653
HES5	JAG1	991830	978094	ENSP00000367714	ENSP00000254958	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.946	0.946
ENSG00000235320	PSEN1	997771	985250	ENSP00000415477	ENSP00000326366	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.543	0.543
CTNNA3	IDE	990863	979701	ENSP00000362849	ENSP00000265986	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.462	0.462
TSPO	GFAP	985548	977970	ENSP00000328973	ENSP00000253408	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.788	0.788
PSEN1	NCSTN	985250	981521	ENSP00000326366	ENSP00000294785	0.000	0.000	0.000	0.000	0.000	0.999	0.900	0.752	0.999
UBA52	APP	994748	980902	ENSP00000388107	ENSP00000284981	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.410	0.409
NGF	ACHE	989928	982645	ENSP00000358525	ENSP00000303211	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.660	0.659
CTNND1	ADAM10	993960	978579	ENSP00000382004	ENSP00000260408	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.201	0.914
UBQLN1	PSEN1	991399	985250	ENSP00000365576	ENSP00000326366	0.000	0.000	0.000	0.000	0.000	0.937	0.000	0.877	0.991
TRAF6	ADAM17	984202	983461	ENSP00000316840	ENSP00000309968	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.145	0.908
BDNF	SORT1	997640	978217	ENSP00000414303	ENSP00000256637	0.000	0.000	0.000	0.000	0.000	0.846	0.900	0.430	0.990
MME	NCSTN	988880	981521	ENSP00000353679	ENSP00000294785	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.402	0.401
BDNF	CASP3	997640	983604	ENSP00000414303	ENSP00000311032	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.610	0.609
FBXW7	FBXW11	980694	979540	ENSP00000281708	ENSP00000265094	0.000	0.000	0.525	0.837	0.000	0.000	0.900	0.133	0.909
APLP2	APLP1	979203	976501	ENSP00000263574	ENSP00000221891	0.000	0.000	0.000	0.895	0.095	0.620	0.000	0.970	0.670
CLIP1	MAPT	988572	986994	ENSP00000351665	ENSP00000340820	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.402	0.401
PSEN1	APH1B	985250	978827	ENSP00000326366	ENSP00000261879	0.000	0.000	0.000	0.000	0.000	0.620	0.900	0.311	0.970
APH1A	PSEN2	989829	989326	ENSP00000358105	ENSP00000355747	0.000	0.000	0.000	0.000	0.000	0.845	0.800	0.803	0.993
UBA52	CASP3	994748	983604	ENSP00000388107	ENSP00000311032	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.663	0.663
NOTCH2	zinc	978219	-100023994	ENSP00000256646	23994	0.000	0.000	0.000	0.000	0.000	0.900	0.900	0.125	0.990
NUMB	JAG1	987872	978094	ENSP00000347169	ENSP00000254958	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.507	0.507
UBA52	CREB1	994748	994706	ENSP00000388107	ENSP00000387699	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.465	0.465
DDIT3	CASP3	986972	983604	ENSP00000340671	ENSP00000311032	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.567	0.567
NCSTN	DSG2	981521	978745	ENSP00000294785	ENSP00000261590	0.000	0.000	0.000	0.000	0.000	0.620	0.000	0.000	0.619
MME	IDE	988880	979701	ENSP00000353679	ENSP00000265986	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.620	0.619
NBPF8	TSPO	989891	985548	ENSP00000358372	ENSP00000328973	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.509	0.508
MAPT	CASP7	986994	982057	ENSP00000340820	ENSP00000298700	0.000	0.000	0.000	0.000	0.000	0.619	0.000	0.093	0.631
APBB1	LDLR	982149	977858	ENSP00000299402	ENSP00000252444	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.430	0.430
NOTCH4	HES5	996433	991830	ENSP00000403447	ENSP00000367714	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.929	0.929
PSEN1	VASN	985250	983067	ENSP00000326366	ENSP00000306864	0.000	0.000	0.000	0.000	0.000	0.620	0.000	0.000	0.619
NGF	zinc	989928	-100023994	ENSP00000358525	23994	0.000	0.000	0.000	0.000	0.000	0.844	0.900	0.862	0.997
BCL2L1	PIK3R1	982553	980292	ENSP00000302564	ENSP00000274335	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.188	0.913
IL1B	GFAP	979165	977970	ENSP00000263341	ENSP00000253408	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.514	0.514
ADAM17	zinc	983461	-100023994	ENSP00000309968	23994	0.000	0.000	0.000	0.000	0.000	0.900	0.900	0.262	0.992
ERBB4	ADAM17	987217	983461	ENSP00000342235	ENSP00000309968	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.540	0.813
IL1B	atorvastatin	979165	-100002250	ENSP00000263341	2250	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.854	0.854
PSEN2	APP	989326	980902	ENSP00000355747	ENSP00000284981	0.000	0.000	0.000	0.000	0.000	0.845	0.000	0.670	0.945
CTNND1	PSEN1	993960	985250	ENSP00000382004	ENSP00000326366	0.000	0.000	0.000	0.000	0.000	0.845	0.000	0.866	0.977
TP53	CASP6	979979	979557	ENSP00000269305	ENSP00000265164	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.429	0.939
CTNNB1	TSPO	987513	985548	ENSP00000344456	ENSP00000328973	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.507	0.507
PSEN2	EIF2AK3	989326	983124	ENSP00000355747	ENSP00000307235	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.229	0.835
PSEN2	CASP6	989326	979557	ENSP00000355747	ENSP00000265164	0.000	0.000	0.000	0.000	0.000	0.620	0.000	0.229	0.687
ERBB4	TRAF6	987217	984202	ENSP00000342235	ENSP00000316840	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.177	0.824
PSEN2	GFAP	989326	977970	ENSP00000355747	ENSP00000253408	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.216	0.682
PRNP	APLP2	992007	979203	ENSP00000368748	ENSP00000263574	0.000	0.000	0.000	0.000	0.066	0.603	0.000	0.848	0.936
BACE1	SYP	984380	979137	ENSP00000318585	ENSP00000263233	0.000	0.000	0.000	0.000	0.104	0.000	0.000	0.373	0.400
PSEN2	APOE	989326	977866	ENSP00000355747	ENSP00000252486	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.660	0.659
CASP3	SP600125	983604	-100008515	ENSP00000311032	8515	0.000	0.000	0.000	0.000	0.000	0.000	0.700	0.864	0.957
CASP1	simvastatin	997177	-100054454	ENSP00000410076	54454	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.800
UBA52	ADAM10	994748	978579	ENSP00000388107	ENSP00000260408	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.196	0.914
CASP4	PSEN1	994795	985250	ENSP00000388566	ENSP00000326366	0.000	0.000	0.000	0.000	0.000	0.620	0.000	0.290	0.712
NCSTN	NOTCH3	981521	979180	ENSP00000294785	ENSP00000263388	0.000	0.000	0.000	0.000	0.000	0.387	0.900	0.095	0.936
TRAF6	IL1A	984202	979164	ENSP00000316840	ENSP00000263339	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.385	0.934
TSPO	IL1A	985548	979164	ENSP00000328973	ENSP00000263339	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.465	0.465
GRB2	NGFR	986756	975903	ENSP00000339007	ENSP00000172229	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.412	0.762
PSEN1	MRAP	985250	983053	ENSP00000326366	ENSP00000306697	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.429	0.429
CD44	LDLR	980495	977858	ENSP00000278385	ENSP00000252444	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.517	0.517
APH1A	SDC3	989829	987515	ENSP00000358105	ENSP00000344468	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.196	0.914
APH1B	DLL4	978827	977698	ENSP00000261879	ENSP00000249749	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
APH1A	NCSTN	989829	981521	ENSP00000358105	ENSP00000294785	0.000	0.000	0.000	0.000	0.000	0.998	0.900	0.861	0.999
GRB2	TSPO	986756	985548	ENSP00000339007	ENSP00000328973	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.610	0.609
GRIK1	FLNA	994100	990005	ENSP00000382791	ENSP00000358866	0.000	0.000	0.000	0.000	0.000	0.620	0.000	0.204	0.677
PSEN2	ADAM10	989326	978579	ENSP00000355747	ENSP00000260408	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.429	0.429
CREB1	NMDA	994706	-100004376	ENSP00000387699	4376	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.817	0.817
ADAM17	APP	983461	980902	ENSP00000309968	ENSP00000284981	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.412	0.762
NCSTN	PSENEN	981521	976538	ENSP00000294785	ENSP00000222266	0.000	0.000	0.000	0.000	0.000	0.974	0.900	0.968	0.999
ENSG00000236270	YWHAQ	997157	977159	ENSP00000409883	ENSP00000238081	0.000	0.000	0.000	0.000	0.000	0.079	0.000	0.508	0.516
PSMB1	YWHAQ	978905	977159	ENSP00000262193	ENSP00000238081	0.000	0.000	0.000	0.000	0.318	0.000	0.000	0.197	0.417
TSPO	PSEN1	985548	985250	ENSP00000328973	ENSP00000326366	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.503	0.502
NOTCH4	FBXW7	996433	980694	ENSP00000403447	ENSP00000281708	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.877	0.877
BACE1	MRAP	984380	983053	ENSP00000318585	ENSP00000306697	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.411	0.411
NGF	PSEN1	989928	985250	ENSP00000358525	ENSP00000326366	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.462	0.462
NGF	CHAT	989928	986533	ENSP00000358525	ENSP00000337103	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.955	0.955
GSK3B	SP600125	985091	-100008515	ENSP00000324806	8515	0.000	0.000	0.000	0.000	0.000	0.625	0.000	0.811	0.927
UBA52	PRKCZ	994748	991853	ENSP00000388107	ENSP00000367830	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.216	0.916
APH1A	APH1B	989829	978827	ENSP00000358105	ENSP00000261879	0.000	0.000	0.000	0.947	0.000	0.000	0.900	0.183	0.900
CTNNB1	PSENEN	987513	976538	ENSP00000344456	ENSP00000222266	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.200	0.914
CASP4	EIF2AK3	994795	983124	ENSP00000388566	ENSP00000307235	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.429	0.429
APP	APOE	980902	977866	ENSP00000284981	ENSP00000252486	0.000	0.000	0.000	0.000	0.000	0.937	0.000	0.657	0.977
APH1A	BACE1	989829	984380	ENSP00000358105	ENSP00000318585	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.751	0.750
ENSG00000235396	JAG1	997242	978094	ENSP00000410674	ENSP00000254958	0.000	0.000	0.000	0.822	0.000	0.000	0.800	0.752	0.826
UBA52	ATF6	994748	989569	ENSP00000388107	ENSP00000356919	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.461	0.461
RPL10	zinc	987129	-100023994	ENSP00000341730	23994	0.000	0.000	0.000	0.000	0.000	0.412	0.000	0.154	0.488
APP	CASP6	980902	979557	ENSP00000284981	ENSP00000265164	0.000	0.000	0.000	0.000	0.000	0.621	0.900	0.365	0.972
